1993-03-03 00:00:00,23
1991-09-09 00:00:00,24
1990-02-03 00:00:00,26
1995-04-12 00:00:00,21
1996-05-16 00:00:00,19
1995-06-30 00:00:00,20
1994-02-24 00:00:00,22
1989-11-26 00:00:00,26
1991-08-30 00:00:00,24
1988-06-21 00:00:00,27
1992-10-13 00:00:00,23
1989-02-03 00:00:00,27
1995-03-08 00:00:00,21
1996-02-12 00:00:00,20
1980-12-15 00:00:00,35
1998-04-29 00:00:00,17
1989-09-10 00:00:00,26
1997-05-28 00:00:00,18
1991-09-23 00:00:00,24
1988-02-19 00:00:00,28
1993-02-24 00:00:00,23
1995-05-11 00:00:00,20
1992-06-15 00:00:00,23
1992-05-11 00:00:00,23
1998-07-07 00:00:00,17
1998-10-28 00:00:00,17
1994-05-06 00:00:00,21
1998-11-14 00:00:00,17
1989-06-20 00:00:00,26
1994-06-13 00:00:00,21
1995-04-16 00:00:00,20
1995-03-01 00:00:00,21
1999-01-05 00:00:00,17
1999-04-08 00:00:00,17
1991-01-10 00:00:00,25
1999-03-21 00:00:00,17
1997-07-10 00:00:00,18
1990-05-04 00:00:00,25
1989-10-01 00:00:00,26
1998-06-16 00:00:00,17
1995-02-18 00:00:00,21
1997-07-17 00:00:00,18
1991-05-28 00:00:00,24
1998-07-23 00:00:00,17
1999-07-26 00:00:00,16
1997-07-22 00:00:00,18
1992-07-05 00:00:00,23
1994-04-03 00:00:00,22
1999-05-09 00:00:00,16
1999-09-28 00:00:00,16
1993-07-23 00:00:00,22
1996-04-16 00:00:00,19
1993-12-13 00:00:00,22
1994-02-22 00:00:00,22
1995-11-05 00:00:00,20
1994-10-28 00:00:00,21
1990-04-03 00:00:00,26
1997-12-04 00:00:00,18
1996-09-03 00:00:00,19
1999-02-08 00:00:00,17
1986-09-22 00:00:00,29
1990-06-07 00:00:00,25
2000-05-25 00:00:00,15
1966-04-12 00:00:00,50
1998-05-12 00:00:00,17
1967-04-12 00:00:00,49
1991-04-04 00:00:00,25
1968-04-12 00:00:00,48
1988-02-14 00:00:00,28
1969-04-12 00:00:00,47
1993-03-13 00:00:00,23
1970-04-12 00:00:00,46
1995-02-07 00:00:00,21
1971-04-12 00:00:00,45
2001-01-22 00:00:00,15
1972-04-12 00:00:00,44
1973-04-12 00:00:00,43
1995-02-24 00:00:00,21
1974-04-12 00:00:00,42
1997-01-07 00:00:00,19
1975-04-12 00:00:00,41
1994-12-22 00:00:00,21
1998-03-16 00:00:00,18
1996-08-06 00:00:00,19
1995-11-30 00:00:00,20
1993-12-03 00:00:00,22
1980-04-12 00:00:00,36
1995-01-17 00:00:00,21
1981-04-12 00:00:00,35
1998-02-12 00:00:00,18
1982-04-12 00:00:00,34
1996-03-15 00:00:00,20
1983-04-12 00:00:00,33
1997-06-11 00:00:00,18
2001-09-02 00:00:00,14
1989-12-25 00:00:00,26
1986-04-12 00:00:00,30
1994-09-07 00:00:00,21
1987-04-12 00:00:00,29
1998-08-09 00:00:00,17
1999-04-16 00:00:00,16
1998-04-15 00:00:00,17
1990-04-12 00:00:00,26
1991-06-05 00:00:00,24
1991-04-12 00:00:00,25
1995-05-17 00:00:00,20
1998-02-01 00:00:00,18
1987-11-24 00:00:00,28
1995-07-11 00:00:00,20
1997-07-05 00:00:00,18
1994-04-12 00:00:00,22
2000-04-25 00:00:00,15
1995-04-12 00:00:00,21
1998-02-26 00:00:00,18
1996-04-12 00:00:00,20
1994-11-13 00:00:00,21
1997-04-12 00:00:00,19
1993-03-22 00:00:00,23
1997-12-17 00:00:00,18
1985-03-23 00:00:00,31
1999-05-19 00:00:00,16
1998-02-25 00:00:00,18
1991-01-25 00:00:00,25
1997-01-05 00:00:00,19
1999-05-08 00:00:00,16
1992-12-22 00:00:00,23
2000-08-05 00:00:00,15
1998-07-22 00:00:00,17
2000-05-03 00:00:00,15
1992-02-22 00:00:00,24
2001-11-20 00:00:00,14
2000-10-12 00:00:00,15
1998-09-05 00:00:00,17
1994-12-03 00:00:00,21
1991-08-01 00:00:00,24
1997-03-13 00:00:00,19
1998-04-19 00:00:00,17
1994-04-09 00:00:00,22
1977-06-28 00:00:00,38
1998-05-20 00:00:00,17
1996-10-11 00:00:00,19
1998-10-21 00:00:00,17
1988-06-09 00:00:00,27
1994-09-11 00:00:00,21
2001-07-12 00:00:00,14
1999-04-01 00:00:00,17
1999-07-22 00:00:00,16
2001-08-31 00:00:00,14
2000-09-09 00:00:00,15
1999-09-01 00:00:00,16
1996-04-09 00:00:00,20
1994-01-19 00:00:00,22
1997-05-25 00:00:00,18
1997-03-01 00:00:00,19
1993-06-15 00:00:00,22
1996-05-26 00:00:00,19
1999-01-29 00:00:00,17
1992-12-11 00:00:00,23
1999-07-21 00:00:00,16
1995-07-31 00:00:00,20
1995-04-17 00:00:00,20
1996-10-19 00:00:00,19
2000-06-26 00:00:00,15
1996-01-09 00:00:00,20
1995-01-17 00:00:00,21
1994-11-10 00:00:00,21
1997-08-25 00:00:00,18
1998-09-25 00:00:00,17
1998-12-16 00:00:00,17
1998-02-22 00:00:00,18
1997-09-05 00:00:00,18
1991-11-30 00:00:00,24
1996-04-23 00:00:00,19
2000-12-16 00:00:00,15
1991-07-09 00:00:00,24
1998-02-22 00:00:00,18
1999-04-30 00:00:00,16
2001-03-10 00:00:00,15
1997-07-09 00:00:00,18
1996-10-01 00:00:00,19
1998-08-27 00:00:00,17
1992-12-17 00:00:00,23
2000-05-23 00:00:00,15
2001-08-27 00:00:00,14
2001-02-01 00:00:00,15
1993-04-28 00:00:00,22
1997-02-22 00:00:00,19
1997-03-16 00:00:00,19
1996-11-09 00:00:00,19
1981-12-09 00:00:00,34
1988-04-20 00:00:00,27
1972-02-09 00:00:00,44
1997-08-08 00:00:00,18
1994-10-21 00:00:00,21
1996-11-07 00:00:00,19
1998-12-03 00:00:00,17
1993-06-02 00:00:00,22
2000-03-12 00:00:00,16
1995-08-17 00:00:00,20
1997-07-26 00:00:00,18
1995-01-25 00:00:00,21
1998-08-26 00:00:00,17
2000-07-10 00:00:00,15
2000-02-27 00:00:00,16
1997-07-23 00:00:00,18
1996-07-23 00:00:00,19
2002-04-17 00:00:00,13
1996-09-12 00:00:00,19
1999-08-07 00:00:00,16
1999-11-11 00:00:00,16
1999-10-26 00:00:00,16
1997-06-14 00:00:00,18
1997-01-08 00:00:00,19
1997-12-31 00:00:00,18
1998-03-19 00:00:00,18
1999-01-01 00:00:00,17
2002-09-06 00:00:00,13
1994-08-14 00:00:00,21
1996-04-18 00:00:00,19
1995-11-16 00:00:00,20
1997-12-22 00:00:00,18
1998-03-13 00:00:00,18
1994-02-08 00:00:00,22
1999-01-16 00:00:00,17
1999-09-20 00:00:00,16
1995-01-16 00:00:00,21
1996-01-03 00:00:00,20
2001-03-30 00:00:00,15
1996-02-18 00:00:00,20
1985-06-13 00:00:00,30
2000-10-16 00:00:00,15
1992-03-19 00:00:00,24
1997-07-17 00:00:00,18
1994-04-24 00:00:00,21
1964-01-27 00:00:00,52
1997-05-06 00:00:00,18
